SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
75138,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/10 0:00,5,1,SO57425,,10-4030-020108,20108,,1,14739,14739,1,14778,241411Vi76582,,1155.48,92.4384,28.887,1276.8054,,AB013C3E-2A1C-486F-B411-57708C5E8CAF,00:00.0
75139,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/10 0:00,5,1,SO57426,,10-4030-022322,22322,,7,22314,22314,1,3818,142473Vi20104,,600.46,48.0368,15.0115,663.5083,,F4A2E6E4-AE1B-424F-A814-7176C1B872A3,00:00.0
75140,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/10 0:00,5,1,SO57427,,10-4030-013974,13974,,9,25264,25264,1,18679,743397Vi97095,9786,796.34,63.7072,19.9085,879.9557,,D3A7CFBE-0411-4954-B763-CDCBF75ECD33,00:00.0
75141,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57428,,10-4030-014969,14969,,8,16050,16050,1,291,816611Vi1490,,539.99,43.1992,13.4998,596.689,,70B26EBD-BB1E-418E-8E13-B3FFE8417B74,00:00.0
75142,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57429,,10-4030-011926,11926,,1,22821,22821,1,16948,416721Vi87864,,7.95,0.636,0.1988,8.7848,,272F6ECB-87E4-470A-A244-B32C538A95D2,00:00.0
75143,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57430,,10-4030-018734,18734,,9,20697,20697,1,16661,517531Vi86280,9797,21.98,1.7584,0.5495,24.2879,,FF6E9896-768B-4B7D-A4FA-6D79A80CEDB2,00:00.0
75144,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57431,,10-4030-022001,22001,,9,11617,11617,1,16713,917629Vi86585,9797,74.98,5.9984,1.8745,82.8529,,5CEA03BF-BDFA-4C29-8842-4AA7044604EA,00:00.0
75145,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57432,,10-4030-023643,23643,,9,11511,11511,1,14739,617907Vi76380,9797,4.99,0.3992,0.1248,5.514,,614D3EF9-E990-4B1A-B008-CEF8F1FFD50C,00:00.0
75146,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57433,,10-4030-023305,23305,,9,22192,22192,1,9516,418062Vi49060,9797,7.28,0.5824,0.182,8.0444,,EB54F41B-CC91-4EF9-8703-78D98821DC4D,00:00.0
75147,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57434,,10-4030-012038,12038,,9,29293,29293,1,,,9797,2.29,0.1832,0.0573,2.5305,,41D53497-CA55-46DC-BD29-C6266CB69AB0,00:00.0
75148,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57435,,10-4030-021106,21106,,10,29720,29720,1,,,9802,1754.98,140.3984,43.8745,1939.2529,,42E82066-372B-49A2-8BFD-39732BD14FD8,00:00.0
75149,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57436,,10-4030-011520,11520,,6,18281,18281,1,17652,1120993Vi91607,9799,24.99,1.9992,0.6248,27.614,,C2D0211B-1D96-4363-93E5-9E37BCDC590E,00:00.0
75150,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57437,,10-4030-028982,28982,,4,11881,11881,1,11238,1220998Vi57964,,27.28,2.1824,0.682,30.1444,,72249967-D0DA-481D-91CE-C8428EA3869C,00:00.0
75151,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57438,,10-4030-011506,11506,,6,28075,28075,1,397,621060Vi2010,9799,63.97,5.1176,1.5993,70.6869,,443AA15F-2E8F-4389-946F-54821DF5CE9F,00:00.0
75152,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57439,,10-4030-028632,28632,,1,29026,29026,1,9074,621545Vi46828,,74.98,5.9984,1.8745,82.8529,,ABF50F94-0564-4142-9A61-B439A9B957AC,00:00.0
75153,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57440,,10-4030-026268,26268,,4,23553,23553,1,12286,1121568Vi63523,,60.47,4.8376,1.5118,66.8194,,4512BC10-0B92-4991-A40A-0C11A4AD2616,00:00.0
75154,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57441,,10-4030-025348,25348,,4,16687,16687,1,265,522085Vi1380,,64.97,5.1976,1.6243,71.7919,,8AF56AF2-2A03-4163-B64D-A36AFD3F7BF0,00:00.0
75155,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57442,,10-4030-024236,24236,,1,18928,18928,1,15847,322263Vi81907,,121.57,9.7256,3.0393,134.3349,,07CE59A6-9742-47B9-8C7E-2FC50242037A,00:00.0
75156,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57443,,10-4030-025342,25342,,1,13381,13381,1,7304,722474Vi37914,,24.99,1.9992,0.6248,27.614,,C437A652-4512-48EB-99EE-84B3793132B8,00:00.0
75157,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57444,,10-4030-023736,23736,,1,11869,11869,1,18647,322601Vi96877,,42.93,3.4344,1.0733,47.4377,,49A5DA68-D51D-43D1-8312-CACE66C4861B,00:00.0
75158,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57445,,10-4030-019648,19648,,6,20732,20732,1,1024,722844Vi5108,9799,36.59,2.9272,0.9148,40.432,,880CCB85-480C-4DF1-80F1-5A39A846ABCA,00:00.0
75159,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57446,,10-4030-020139,20139,,4,26246,26246,1,11733,124429Vi60679,,69.99,5.5992,1.7498,77.339,,86213074-FE48-4792-A9EF-FB1578B8FAB4,00:00.0
75160,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57447,,10-4030-017698,17698,,4,22494,22494,1,18556,224730Vi96451,,68.97,5.5176,1.7243,76.2119,,67B48E64-CCF8-4AB8-9AEA-6DDBD2E0D5C1,00:00.0
75161,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57448,,10-4030-016857,16857,,1,23510,23510,1,14249,524956Vi73876,,54.98,4.3984,1.3745,60.7529,,66DBC51A-C223-4AB9-A9D9-DE026C6CAF1B,00:00.0
75162,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57449,,10-4030-015981,15981,,1,14878,14878,1,6701,225245Vi34876,,124.99,9.9992,3.1248,138.114,,B2271A53-F2EC-498E-8754-7E3E6282474F,00:00.0
75163,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57450,,10-4030-014758,14758,,4,28545,28545,1,4073,725715Vi21442,,39.98,3.1984,0.9995,44.1779,,0C60A6AE-9693-4753-843C-05AB20F35C0F,00:00.0
75164,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57451,,10-4030-020103,20103,,6,27450,27450,1,12461,125748Vi64442,9799,103.48,8.2784,2.587,114.3454,,D4B8D2C2-531B-45BC-9606-0D764B88CE1C,00:00.0
75165,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57452,,10-4030-020140,20140,,8,20118,20118,1,5271,1126925Vi27564,,29.99,2.3992,0.7498,33.139,,E4D23165-0871-4E81-A7FF-CABCC1D9225E,00:00.0
75166,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57453,,10-4030-015689,15689,,8,26672,26672,1,16773,727028Vi86863,,35,2.8,0.875,38.675,,950F1421-B82D-4FFD-8603-8589AEB8803E,00:00.0
75167,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57454,,10-4030-021026,21026,,10,13135,13135,1,12520,927362Vi64764,9802,38.98,3.1184,0.9745,43.0729,,F700C1E2-7FFD-4F2E-838D-433A2811FD77,00:00.0
75168,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57455,,10-4030-026849,26849,,10,24799,24799,1,10596,1227681Vi54653,9802,38.98,3.1184,0.9745,43.0729,,9C3A47BD-7942-4006-AAE8-6FE1AE93C595,00:00.0
75169,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57456,,10-4030-025592,25592,,10,24247,24247,1,13055,727783Vi67567,9802,38.98,3.1184,0.9745,43.0729,,8A0E95C9-13F6-4A1F-A81B-092D660A0158,00:00.0
75170,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57457,,10-4030-027964,27964,,10,28890,28890,1,12646,328054Vi65429,9802,6.28,0.5024,0.157,6.9394,,7426C2F9-ECB1-4AA8-8D9B-2828EFB807F5,00:00.0
75171,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57458,,10-4030-014084,14084,,6,15222,15222,1,8161,929139Vi42286,9799,35,2.8,0.875,38.675,,579FF1E0-CAE7-4252-B406-FEB843FA2A84,00:00.0
75172,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57459,,10-4030-011701,11701,,4,15715,15715,1,10621,1229431Vi54762,,74.98,5.9984,1.8745,82.8529,,A6CE044F-5F99-4655-ACB5-7B771441F369,00:00.0
75173,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57460,,10-4030-011840,11840,,4,22406,22406,1,5147,429600Vi26926,,37.29,2.9832,0.9323,41.2055,,CD9B156B-F8A8-433C-B49C-08D83E9F7A58,00:00.0
75174,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57461,,10-4030-012721,12721,,8,18924,18924,1,12093,629947Vi62525,,14.98,1.1984,0.3745,16.5529,,20E03F81-643C-429F-B422-939E552E36B0,00:00.0
75175,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57462,,10-4030-013305,13305,,1,21877,21877,1,13690,729957Vi70942,,71.97,5.7576,1.7993,79.5269,,E46B1FAB-6126-4D6E-AE60-CA7A84060390,00:00.0
75176,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57463,,10-4030-012543,12543,,7,20319,20319,1,4071,130073Vi21440,,8.99,0.7192,0.2248,9.934,,4F38CDF3-0946-4E6F-928D-BF6075CA02A2,00:00.0
75177,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57464,,10-4030-019130,19130,,4,19402,19402,1,16271,135811Vi84139,,664.95,53.196,16.6238,734.7698,,B8D7CC47-84FA-4606-85A8-3BC5D4283337,00:00.0
75178,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57465,,10-4030-011727,11727,,4,27126,27126,1,4625,1237130Vi24262,,2383.97,190.7176,59.5993,2634.2869,,1BCBF3A3-4545-4969-B0CF-75E5B5733C10,00:00.0
75179,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57466,,10-4030-013419,13419,,1,28131,28131,1,8268,837405Vi42836,,2294.99,183.5992,57.3748,2535.964,,6F00E2CF-3F88-4047-8090-0C5612F2E43A,00:00.0
75180,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57467,,10-4030-013420,13420,,4,18670,18670,1,2034,137407Vi10620,,2354.98,188.3984,58.8745,2602.2529,,AB144405-25E1-43F8-805C-C86DEC424F06,00:00.0
75181,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57468,,10-4030-014041,14041,,6,17792,17792,1,11137,737417Vi57446,9799,2351.96,188.1568,58.799,2598.9158,,159B2297-5FA9-4FDC-97DD-CF770C678AEB,00:00.0
75182,8,2014/07/01 0:00,2013/12/13 0:00,2013/10/11 0:00,5,1,SO57469,,10-4030-011745,11745,,1,18916,18916,1,15038,1237426Vi77830,,2369.96,189.5968,59.249,2618.8058,,1C2839D9-FDF6-4B16-91FA-22435682D081,00:00.0
75183,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57355,,10-4030-013346,13346,,1,11615,11615,1,3207,137422Vi16877,,2316.97,185.3576,57.9243,2560.2519,,FCA289B0-871C-4299-AAFE-0915A1CE3AD3,00:00.0
75184,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57356,,10-4030-013378,13378,,4,11792,11792,1,11069,137432Vi57120,,2340.94,187.2752,58.5235,2586.7387,,CBD2CE0B-019D-4224-8525-BF92A5ED152E,00:00.0
75185,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57357,,10-4030-022175,22175,,9,23218,23218,1,12616,138557Vi65247,9775,574.98,45.9984,14.3745,635.3529,,9DBEF91E-7781-4223-9EF4-EED3CE53E980,00:00.0
75186,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57358,,10-4030-021380,21380,,9,24492,24492,1,1020,638587Vi5087,9775,553.97,44.3176,13.8493,612.1369,,B7419FE0-D6B6-4BD7-B56F-046E0B3EFEAC,00:00.0
75187,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57359,,10-4030-021389,21389,,9,11474,11474,1,5227,738591Vi27322,9775,588.96,47.1168,14.724,650.8008,,93AD68F1-49EB-4B53-9E15-5604C702B193,00:00.0
75188,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57360,,10-4030-029319,29319,,9,14132,14132,1,3694,1038976Vi19509,9775,2447.05,195.764,61.1763,2703.9903,,15D2E556-0A68-418F-B443-F28F6DDE7A50,00:00.0
75189,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57361,,10-4030-011005,11005,,9,16025,16025,1,1988,838980Vi10342,9775,2384.07,190.7256,59.6018,2634.3974,,0CBA64BA-F7EF-447C-9823-435557403F8D,00:00.0
75190,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57362,,10-4030-019791,19791,,9,21019,21019,1,4850,539352Vi25485,9775,2479.94,198.3952,61.9985,2740.3337,,67AD6662-36D5-4297-85F4-751D062F75B5,00:00.0
75191,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57363,,10-4030-026499,26499,,4,24065,24065,1,8198,839936Vi42485,,777.34,62.1872,19.4335,858.9607,,7A93706B-F0B7-47AD-9E91-279FD4E76BF7,00:00.0
75192,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57364,,10-4030-025050,25050,,4,14647,14647,1,11775,1240847Vi60881,,2419.06,193.5248,60.4765,2673.0613,,A123AF42-95B7-4E8F-9ED0-22A4421DBCA5,00:00.0
75193,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57365,,10-4030-022898,22898,,4,16623,16623,1,2044,741034Vi10671,,539.99,43.1992,13.4998,596.689,,905BC91E-3B9C-42E8-B59F-EC825FE61997,00:00.0
75194,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57366,,10-4030-021582,21582,,6,18608,18608,1,15961,241038Vi82505,9777,588.96,47.1168,14.724,650.8008,,0A52C047-9167-434B-A775-CB39D6D14FA4,00:00.0
75195,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57367,,10-4030-018841,18841,,6,18801,18801,1,18007,841779Vi93420,9777,1145.48,91.6384,28.637,1265.7554,,3DC3AB7B-5ABA-459A-ADB6-664449F66B51,00:00.0
75196,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57368,,10-4030-014210,14210,,9,20553,20553,1,9130,343332Vi47114,9775,1214.85,97.188,30.3713,1342.4093,,F996337A-C644-4A1E-9859-F4775290A04A,00:00.0
75197,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/09 0:00,5,1,SO57369,,10-4030-014286,14286,,9,15325,15325,1,2374,443398Vi12337,9775,810.32,64.8256,20.258,895.4036,,966F9C01-B579-47EB-B4A1-C78FA5F0950E,00:00.0
75198,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57370,,10-4030-011212,11212,,6,18754,18754,1,6971,416752Vi36244,9788,49.99,3.9992,1.2498,55.239,,04719F1D-FB70-4750-90E0-0273BB5E5711,00:00.0
75199,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57371,,10-4030-012247,12247,,9,27943,27943,1,9660,1017013Vi49754,9786,27.28,2.1824,0.682,30.1444,,7A61CD79-4E41-48CC-BFB8-071D061B3E49,00:00.0
75200,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57372,,10-4030-015829,15829,,9,22793,22793,1,5546,617176Vi29048,9786,24.99,1.9992,0.6248,27.614,,4E877039-4169-45D8-9148-E8F113D745F6,00:00.0
75201,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57373,,10-4030-015137,15137,,9,14143,14143,1,18142,717213Vi94071,9786,63.97,5.1176,1.5993,70.6869,,F2F8F3EB-014B-45CE-871F-C608E65DCEF3,00:00.0
75202,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57374,,10-4030-017290,17290,,9,20594,20594,1,10884,117242Vi56152,9786,29.99,2.3992,0.7498,33.139,,7B17B829-CE00-49B2-9F29-FF42721997EE,00:00.0
75203,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57375,,10-4030-020233,20233,,9,20575,20575,1,14299,217358Vi74126,9786,69.97,5.5976,1.7493,77.3169,,AA127AFF-CBB3-4BCA-BD60-9F09A31C07EA,00:00.0
75204,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57376,,10-4030-020277,20277,,9,19939,19939,1,5990,517940Vi31172,9786,4.99,0.3992,0.1248,5.514,,E197CEA5-8404-495D-AB40-64DC80CA28E4,00:00.0
75205,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57377,,10-4030-022209,22209,,9,12793,12793,1,147,1218031Vi778,9786,74.98,5.9984,1.8745,82.8529,,9D58CA16-91F9-4472-BC54-6E6ACF500DE4,00:00.0
75206,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57378,,10-4030-022212,22212,,9,25632,25632,1,10143,718479Vi52306,9786,39.99,3.1992,0.9998,44.189,,F68D5192-FCA2-4189-B452-83F2F19FE801,00:00.0
75207,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57379,,10-4030-020218,20218,,9,18256,18256,1,15302,819200Vi79114,9786,76.92,6.1536,1.923,84.9966,,17F1A9A4-9B3C-44EB-9B85-7FCFEBB2EF92,00:00.0
75208,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57380,,10-4030-011212,11212,,6,18754,18754,1,6971,420662Vi36244,9788,2.29,0.1832,0.0573,2.5305,,D2D36772-B0CA-4D23-A46D-DCFDA3718ED3,00:00.0
75209,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57381,,10-4030-028615,28615,,1,15445,15445,1,7035,720750Vi36549,,8.99,0.7192,0.2248,9.934,,0924A31B-48ED-4755-B5F3-74BFC442F0A9,00:00.0
75210,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57382,,10-4030-013099,13099,,5,19389,19389,1,10993,620771Vi56686,,120,9.6,3,132.6,,1FF87000-D9B6-4DD0-A03D-9874B7606484,00:00.0
75211,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57383,,10-4030-011172,11172,,1,19341,19341,1,16782,720800Vi86920,,38.98,3.1184,0.9745,43.0729,,15B6AE50-BBF5-4307-BB9C-DF7F5406246E,00:00.0
75212,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57384,,10-4030-029129,29129,,4,23134,23134,1,16053,321557Vi82986,,24.99,1.9992,0.6248,27.614,,AF1222A8-9705-4695-AA63-A52A8E2B765E,00:00.0
75213,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57385,,10-4030-027233,27233,,4,23384,23384,1,6408,1021720Vi33252,,58.47,4.6776,1.4618,64.6094,,0796AD9C-4F5E-4A00-84D0-CB7436AB1971,00:00.0
75214,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57386,,10-4030-024740,24740,,1,17467,17467,1,5909,222367Vi30846,,96.07,7.6856,2.4018,106.1574,,565BC93F-6584-4D7D-A955-2912CC5649C8,00:00.0
75215,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57387,,10-4030-013941,13941,,6,16251,16251,1,14421,522414Vi74735,9788,38.88,3.1104,0.972,42.9624,,FBCCAFAD-E86B-4285-83D0-D41AB7775BCE,00:00.0
75216,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57388,,10-4030-024350,24350,,4,22819,22819,1,3282,422440Vi17290,,71.58,5.7264,1.7895,79.0959,,8A22AE41-BEE6-44BB-840E-D64DD3F6BD81,00:00.0
75217,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57389,,10-4030-024617,24617,,1,25577,25577,1,1285,1122889Vi6516,,34.89,2.7912,0.8723,38.5535,,ED0C6297-EA93-409C-A19D-263C611F2C16,00:00.0
75218,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57390,,10-4030-022096,22096,,1,23722,23722,1,9602,623140Vi49479,,133.47,10.6776,3.3368,147.4844,,D6FDCBFC-E7C4-4475-B564-F53173209719,00:00.0
75219,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57391,,10-4030-022024,22024,,4,15059,15059,1,662,1023172Vi3420,,23.97,1.9176,0.5993,26.4869,,914AFE67-CE14-4187-8D73-7D802490E6D2,00:00.0
75220,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57392,,10-4030-011868,11868,,6,12519,12519,1,1200,423684Vi6113,9788,14.98,1.1984,0.3745,16.5529,,67963DFD-F39B-4D16-877D-DCA539CAFC74,00:00.0
75221,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57393,,10-4030-020358,20358,,1,24157,24157,1,10258,1123865Vi52950,,123.98,9.9184,3.0995,136.9979,,9AB529A4-3784-4C78-9A44-947DE056212A,00:00.0
75222,8,2014/07/02 0:00,2013/12/14 0:00,2013/10/10 0:00,5,1,SO57394,,10-4030-027049,27049,,6,18033,18033,1,4477,524503Vi23467,9788,4.99,0.3992,0.1248,5.514,,B0219E3F-E389-441D-BB9F-ADD4CB88FCFD,00:00.0
